City,Country,Latitude,Longitude,Max Temperature,Humidity,Wind Speed,Cloudiness,Date
Mahébourg,MU,-20.4081,57.7,78.8,78,11.5,40,1618080053
Waverly,US,42.7392,-84.6208,73.99,49,11.5,75,1618080587
Olinda,BR,-8.0089,-34.8553,78.8,83,6.91,75,1618080587
Kyabram,AU,-36.3167,145.05,46.0,74,15.46,12,1618080588
Saint-Augustin,CA,51.226,-58.6502,37.06,84,11.79,99,1618080091
Tiarei,PF,-17.5333,-149.3333,84.2,65,4.61,75,1618080588
Belyy Yar,RU,53.6039,91.3903,28.4,74,4.47,0,1618080589
Dingle,PH,10.9995,122.6711,75.11,85,5.35,44,1618080131
Buraidah,SA,26.326,43.975,82.4,28,17.27,0,1618080448
Great Yarmouth,GB,52.6083,1.7305,42.8,61,16.11,20,1618080542
Mimoso do Sul,BR,-21.0642,-41.3664,80.8,65,4.16,24,1618080589
Linxia Chengguanzhen,CN,35.6003,103.2064,40.53,95,2.77,100,1618080590
Havøysund,NO,70.9963,24.6622,32.0,59,11.5,40,1618080590
Kupang,ID,-10.1667,123.5833,76.93,87,2.84,10,1618080210
George,ZA,-33.963,22.4617,59.0,100,3.44,0,1618080590
Aracaju,BR,-10.9111,-37.0717,86.0,66,11.5,40,1618080591
Mackenzie,CA,55.2999,-123.1698,30.2,55,5.75,40,1618080309
Oranjemund,NA,-28.55,16.4333,62.13,82,5.08,7,1618080218
Aksay,RU,47.26,39.87,51.01,50,4.47,20,1618080591
Sydney,AU,-33.8679,151.2073,59.0,58,12.66,0,1618080467
Nísia Floresta,BR,-6.0911,-35.2086,84.2,70,20.71,40,1618080592
Shimoda,JP,34.6667,138.95,46.0,59,5.99,98,1618080592
Nong Khai,TH,17.9167,103.0833,80.01,64,5.88,6,1618080593
Sun Valley,US,39.5963,-119.776,64.99,14,12.66,1,1618080431
Gucheng,CN,35.9115,111.3192,52.34,55,1.54,99,1618080593
Tuy Hoa,VN,13.0833,109.3,75.7,88,2.3,38,1618080594
Tezu,IN,27.9167,96.1667,66.45,81,4.5,83,1618080103
Östersund,SE,63.1792,14.6357,30.99,80,11.5,90,1618080594
Asău,RO,46.4333,26.4,48.2,46,6.91,0,1618080082
Nishihara,JP,26.1842,127.7558,69.8,73,17.27,75,1618080595
Niceville,US,30.5169,-86.4822,68.0,88,17.27,1,1618080522
Itarema,BR,-2.9248,-39.9167,83.86,72,15.66,75,1618080074
Seddon,AU,-37.8068,144.8916,50.0,81,17.27,40,1618080595
Honningsvåg,NO,70.9821,25.9704,31.86,61,24.29,9,1618080596
Coruripe,BR,-10.1256,-36.1756,80.91,74,11.56,79,1618080516
Killam,CA,52.7834,-111.8518,50.0,29,14.97,29,1618080596
General Pico,AR,-35.6566,-63.7568,53.37,92,21.23,100,1618080596
College,US,64.8569,-147.8028,3.0,58,5.06,22,1618080086
Whitianga,NZ,-36.8333,175.7,66.99,99,5.39,80,1618080597
Rawson,AR,-43.3002,-65.1023,69.57,34,17.07,1,1618080100
Yuci,CN,37.6803,112.7319,51.8,40,6.71,0,1618080597
Grindavik,IS,63.8424,-22.4338,33.8,93,12.66,90,1618080037
Taoudenni,ML,22.6783,-3.9836,92.53,11,9.82,0,1618080104
Dongsheng,CN,39.8161,109.9776,47.64,66,10.63,100,1618080598
Aleksandrovskoye,RU,44.7142,43.0008,41.0,93,8.95,90,1618080598
Banjar,ID,-8.19,114.9675,80.6,89,3.44,20,1618080599
Presidente Epitácio,BR,-21.7633,-52.1156,94.39,19,5.48,0,1618080450
Shabo,UA,46.1326,30.386,41.0,52,5.77,0,1618080599
Kavieng,PG,-2.5744,150.7967,80.26,78,10.83,100,1618080122
Koutsouras,GR,35.0339,25.9469,53.08,52,18.01,1,1618080600
Silleda,ES,42.696,-8.2465,55.0,93,4.61,75,1618080600
Qui Nhon,VN,13.7667,109.2333,76.96,86,6.67,42,1618080150
Kundiawa,PG,-6.0167,144.9667,59.77,98,0.07,94,1618080601
Cherskiy,RU,68.75,161.3,-24.57,95,2.1,67,1618080070
Coquimbo,CL,-29.9533,-71.3436,68.0,52,16.11,0,1618080094
Koltubanovskiy,RU,52.9407,52.0269,55.74,77,15.28,100,1618080601
Sombrio,BR,-29.1139,-49.6167,82.17,60,7.9,93,1618080602
Onokhoy,RU,51.932,108.0747,30.2,69,2.24,20,1618080602
Safford,US,32.834,-109.7076,80.6,7,3.44,1,1618080450
Diffa,NE,13.3154,12.6113,89.53,10,7.83,68,1618080603
Medvezh'yegorsk,RU,62.9167,34.4667,34.54,80,11.07,99,1618080603
Tianpeng,CN,30.9866,103.9393,55.99,1,4.9,100,1618080603
Vila Velha,BR,-20.3297,-40.2925,81.0,54,9.22,0,1618080056
Rocha,UY,-34.4833,-54.3333,66.88,98,11.14,100,1618080080
Wanning,CN,18.8003,110.3967,74.32,90,8.61,57,1618080163
Tsuyama,JP,35.05,134.0,37.99,89,1.9,0,1618080604
Damietta,EG,31.4165,31.8133,57.2,51,21.85,40,1618080605
Laas,IT,46.6166,10.7002,55.4,87,8.05,75,1618080140
Rio Verde de Mato Grosso,BR,-18.9181,-54.8442,90.27,36,6.51,100,1618080605
Solihull,GB,52.4143,-1.7809,41.0,81,4.61,40,1618080606
Vila,PT,42.0304,-8.1588,53.01,89,1.01,100,1618080180
Cadillac,US,44.2519,-85.4012,66.2,55,10.36,75,1618080161
Kolyvan',RU,55.3053,82.7391,35.01,69,4.47,0,1618080606
Morón,AR,-34.6534,-58.6198,71.01,97,5.99,100,1618080578
Lázaro Cárdenas,MX,17.9583,-102.2,83.41,51,12.77,2,1618080448
Vangaindrano,MG,-23.35,47.6,73.54,89,1.72,71,1618080153
Kutum,SD,14.2,24.6667,75.78,7,13.18,76,1618080607
Mahuva,IN,21.0914,71.7622,84.61,40,11.32,0,1618080607
Guiong,PH,6.4186,122.0258,77.0,88,3.44,75,1618080608
Yakovlevo,RU,50.8603,36.4478,46.4,42,2.24,0,1618080608
Phonhong,LA,18.5007,102.4166,75.36,83,2.39,19,1618080609
Tessalit,ML,20.1986,1.0114,90.82,9,8.59,1,1618080609
Fukuechō,JP,32.6881,128.8419,58.46,60,6.98,100,1618080609
Ulladulla,AU,-35.35,150.4667,59.0,62,12.66,0,1618080610
Uíge,AO,-7.6087,15.0613,66.15,93,4.14,72,1618080610
Verkhnevilyuysk,RU,63.4453,120.3167,10.56,92,8.66,100,1618080610
Santa Fe,AR,-31.6333,-60.7,81.23,79,9.91,94,1618080611
Rexburg,US,43.826,-111.7897,59.0,22,23.02,1,1618080530
Hualmay,PE,-11.0964,-77.6139,73.72,76,7.54,49,1618080611
Maxixe,MZ,-23.8597,35.3472,75.2,83,4.61,20,1618080611
Urucará,BR,-2.5364,-57.76,86.85,64,3.91,54,1618080612
Sīwah,EG,29.2041,25.5195,61.18,29,17.6,7,1618080612
Sicuani,PE,-14.2694,-71.2261,56.08,59,7.78,100,1618080612
Ţahţā,EG,26.7693,31.5021,66.2,27,16.11,0,1618080613
Honiara,SB,-9.4333,159.95,77.65,86,1.59,100,1618080037
Lavrentiya,RU,65.5833,-171.0,-5.71,86,12.88,100,1618080160
Dzhebariki-Khaya,RU,62.2167,135.8,18.25,94,7.85,100,1618080613
San Miguel de Cozumel,MX,20.5083,-86.9458,86.0,70,11.5,40,1618080457
Plouzané,FR,48.3833,-4.6167,46.4,81,11.5,40,1618080614
Ziro,IN,27.6333,93.8333,47.3,93,2.75,42,1618080614
Kvareli,GE,41.9524,45.8151,60.06,71,3.36,100,1618080615
Quelimane,MZ,-17.8786,36.8883,75.2,94,6.91,75,1618080615
Eydhafushi,MV,5.1033,73.0708,83.19,69,7.78,2,1618080615
Arni,IN,12.6667,79.2833,77.5,77,2.57,0,1618080616
Balikpapan,ID,-1.2675,116.8289,77.41,86,5.14,100,1618080616
Nara,JP,34.6851,135.8049,46.0,58,2.98,10,1618080617
Pareora,NZ,-44.4871,171.2132,53.01,90,10.16,23,1618080617
Pattaya,TH,12.9333,100.8833,84.99,91,7.76,100,1618080617
Wārāseonī,IN,21.75,80.0333,83.93,34,4.56,32,1618080618
Kotido,UG,2.9806,34.1331,78.4,45,5.68,92,1618080618
Ust'-Ishim,RU,57.6935,71.1665,30.27,97,5.48,99,1618080618
La Ronge,CA,55.1001,-105.2842,37.4,56,10.36,100,1618080081
Mossamedes,AO,-15.1961,12.1522,78.67,81,12.86,13,1618080176
Oruro,BO,-17.9833,-67.15,63.05,27,8.48,100,1618080619
Mabaruma,GY,8.2,-59.7833,81.63,80,6.6,100,1618080619
Shihezi,CN,44.3,86.0333,53.42,40,6.08,12,1618080620
Pedersore,FI,63.65,22.6833,33.8,64,5.75,100,1618080620
North Bend,US,43.4065,-124.2243,51.01,76,11.5,90,1618080620
Inírida,CO,3.8653,-67.9239,72.5,97,3.53,100,1618080621
Kaitangata,NZ,-46.2817,169.8464,57.99,74,4.0,96,1618080043
Partizanskoye,RU,55.5006,94.39,14.92,95,1.77,11,1618080621
Nizwá,OM,22.9333,57.5333,78.67,29,7.09,5,1618080622
Ganzhou,CN,28.8184,115.4327,56.17,93,2.68,100,1618080622
Zhigansk,RU,66.7697,123.3711,-4.34,85,14.72,2,1618080622
Xam Nua,LA,20.4197,104.0439,65.23,98,1.95,82,1618080623
Mayumba,GA,-3.432,10.6554,78.46,89,5.57,100,1618080101
Lebanon,US,36.2081,-86.2911,69.8,73,18.41,90,1618080047
Mastic Beach,US,40.7668,-72.8521,62.6,63,9.22,90,1618080623
Yerbogachën,RU,61.2767,108.0108,-3.5,99,3.91,18,1618080165
Havelock,US,34.8791,-76.9013,77.0,57,13.8,75,1618080624
Guánica,PR,17.9716,-66.908,82.0,51,5.99,28,1618080624
Touros,BR,-5.1989,-35.4608,84.2,74,12.66,75,1618080031
Pamplona,ES,42.8169,-1.6432,57.2,67,12.66,40,1618080625
Yuanping,CN,38.7153,112.7575,53.22,54,1.01,100,1618080625
Chardara,KZ,41.2547,67.9692,62.53,45,10.18,0,1618080626
Kamenka,RU,51.3223,42.7678,42.01,85,11.59,90,1618080626
Marang,MY,5.2056,103.2059,80.6,89,2.3,20,1618080627
Qaqortoq,GL,60.7167,-46.0333,44.6,61,8.05,20,1618080627
San Cristobal,VE,7.7669,-72.225,84.2,54,20.71,75,1618080194
Soledar,UA,48.6794,38.089,45.46,58,7.72,80,1618080627
Itupiranga,BR,-5.1347,-49.3267,95.0,49,5.75,20,1618080628
Schattdorf,CH,46.8655,8.6547,53.6,54,3.44,0,1618080628
Coos Bay,US,43.3665,-124.2179,51.01,76,11.5,90,1618080628
Soure,BR,-0.7167,-48.5233,82.47,75,12.82,97,1618080629
Cabedelo,BR,-6.9811,-34.8339,78.8,100,6.91,75,1618080629
Taree,AU,-31.9,152.4667,59.0,67,5.26,0,1618080629
Qiongshan,CN,20.0058,110.3542,73.4,94,11.7,20,1618080630
Lake Shasta,US,40.6804,-122.3708,68.0,48,4.61,1,1618080531
Halifax,CA,44.6453,-63.5724,55.0,50,6.91,93,1618080618
Ginir,ET,7.1333,40.7,61.57,64,2.71,100,1618080630
Pontianak,ID,-0.0333,109.3333,77.0,94,1.14,90,1618080631
Villazón,BO,-22.0866,-65.5942,68.05,24,4.12,16,1618080631
Nouadhibou,MR,20.931,-17.0347,73.4,60,21.85,33,1618080177
Stargard,PL,53.3367,15.0499,45.0,52,4.61,0,1618080343
Biskamzha,RU,53.4497,89.5272,26.8,93,4.29,30,1618080632
Zapolyarnyy,RU,69.4154,30.8136,26.6,68,10.36,75,1618080632
